,Bintang,Pengguna,Komen,Tanggal
570,Diberi rating 1 bintang dari 5 bintang,Septian Kumis,Lama bgt hasil nya gada info kelanjutan pula !!! Data base ga jelas keamanan nya !!!,2 Oktober 2019
571,Diberi rating 2 bintang dari 5 bintang,Siti Lestari Handiyatni,"masih menunggu pinjaman KTA di dbs indonesia segera di acc,karena lagi butuh banget.",27 November 2019
572,Diberi rating 2 bintang dari 5 bintang,Ajhoe Ikhsan,Dua bintang dulu.. Klo nanti memuaskan saya kasih 5 bintang,29 Januari 2020
573,Diberi rating 2 bintang dari 5 bintang,Yulia Sofianti,"aplikasinya cuma minta dana, selanjutnya malah dia bilang blm ada kerja sama .. pas saya coba lgi malah di konfirm data kurang lengkap bgtu aja mlu... padahal semua udh di lengkapin.. gaguna",3 Februari 2019
574,Diberi rating 1 bintang dari 5 bintang,Alivia Rachma F,yang menangani saya atas nama RISQIA FEBRIANTI tidak ada sopan santunnya. kok bisa memperkerjakan orang seperti itu ? Dari aplikasi juga lama banget prosesnya!! Bener gak sih ini aplikasi. Data orang jangan buat main main!,5 Maret 2019
575,Diberi rating 3 bintang dari 5 bintang,Desi Mulia Kusumadewi,"saya sudah mengajukan dari tgl 16 november tapi tidak ada tlp dari pihak cermati, sdh email ke cs. cermati tapi jawabannya masih sama aja tidak ada tidak lanjut. Mohon ditindaklanjuti",30 November 2018
576,Diberi rating 1 bintang dari 5 bintang,chairul lambang,tolong dong kasih kejelasan bagaimana pencairan saya diterima atau tidak? saya sudah diverifikasi melalui telfon loh! tolong dong sudah hampir seminggu saya nunggu,13 Maret 2019
577,Diberi rating 1 bintang dari 5 bintang,Dj rwin Tuvay,"Aplikasi parahh hanya ambil data"" saja!! Tidal jelas acc atau tidak nya jangan ada yg downloaf deh buang"" kuota doank!!! PAYAH....!!!!",20 November 2018
578,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,2 bintang dlu dah. permintaan sedang di proses. yalokan bae proses seminggu lebih. klu gk di acc blg ajh. ky aplikasi sebelah laah. kaga perlu lama. pengajuan anda di tolak. naah klu ini seminggu lebih nasabah nya di PHPin mulu.. ntr klu di acc naikin lgi bintang nyaa. yaaa,25 Maret 2019
579,Diberi rating 1 bintang dari 5 bintang,Adeagit Prasetyo,"Tolonh dong kenpa saya mengajukan tidak bisa melulu itu karna belum bekerjasa sama dari cermati sama pihak bank gitu munculnya? Udah saya coba di kartu kredit dan KTA sama saja tidak bisa di ajukan,kecewa saya",4 September 2019
580,Diberi rating 4 bintang dari 5 bintang,Sutrisno Adhi,Untuk cermati tolong kelanjutan pengajuan kartu CC BNI saya gmn ya ? Sudah survey cuma blm ada lanjutan di reject apa di acc,29 September 2019
581,Diberi rating 5 bintang dari 5 bintang,Wibi Ananta,Saya ksih bintang 5 berharap bisa lngsung d acc dengan cepat...,9 Januari 2020
582,Diberi rating 2 bintang dari 5 bintang,devi Yanti,"ini aplikasi bohong sy jg kena dibohongi sdh diambil datanya smp kurirya dtng ke kantor utk membuat kartu kridit BRI, hnya dijanjikan sj dr tgl 06-06-2919 smp skrng ini sy blm trima jg kartu kridit BRI tsb, sy coba kompir masi lewat tlpn wa trnyt tdk ada jwbn, peringatan sy utk cermati, jgn data sy ...
Ulasan Lengkap",17 Juli 2019
583,Diberi rating 3 bintang dari 5 bintang,Chuya Cliquerz,"tolong respon cepat dengan pengajuan kta saya atas nama suryana? kalau bener apl bisa membantu masyarakat dan bukan php, tolong penuhi kebutuhan dan respon cepat biar kita semua tau aplikasi data2 nya di tolak atau tidak..trims",30 Juli 2019
584,Diberi rating 4 bintang dari 5 bintang,J.ib3 77,"Perbaiki agar, proses dipercepat dan layananan chating agar bisa memahami? Saya akan kasih 1 bintang lagi klu proses sudah di validasi.. Ths",9 Oktober 2019
585,Diberi rating 1 bintang dari 5 bintang,SUPERSAM BJN,"Adminya ga ada komentar, dari sekian ulasan, mana yg sdh bisa cair pinjamannya Wk.....wk.....wk....",23 Oktober 2019
586,Diberi rating 1 bintang dari 5 bintang,Nopia Pitriani,Tolong dong kalau emng ada data saya memakai asuransi ini tolong batalin yak .. apalagi nelponnelponin ke nomor hp yg ada di kontak saya,30 Oktober 2019
587,Diberi rating 4 bintang dari 5 bintang,Ərık Ř,"Dalam bahasa respon dari apl ini kelihatan jelas, semoga saja benar dan pasti..",17 November 2019
588,Diberi rating 2 bintang dari 5 bintang,Helena Carnegie,pinjaman nya jgn memberi harapan pada semua orang jika tidak di setujui pinjaman nya tolong di respon secepat nya.....,24 November 2019
589,Diberi rating 1 bintang dari 5 bintang,Rubi Satriani,sy kasih satu dulu yah.. krna memang blm ad kejelasan,22 Februari 2020
590,Diberi rating 3 bintang dari 5 bintang,Yandi Boyan,"Sayang nih aplikasi ,beberapa kali pengajuan KTA , kaga jelas di acc atau tidaknya kaga ada komfm selanjutnya jadi di PHP in klu kayak gini, makasih cermati yg bantu aply saya walaupun tidak ada kelanjutannya",7 November 2018
591,Diberi rating 1 bintang dari 5 bintang,Miranto Dieggo yuliansyah,Gak jelas. Pengajuan banyak tapi gak ada 1 pun yg di acc. Udah gitu ditelp asuransi mulu. Sebenernya aplikasi apa sih ini.? Asuransi bukan.?,6 Desember 2018
592,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,"mohon minta penjelasan nya,sya ngajuin dri tggl 15,smpe skrang blom di acc,blom ad kbar,klo emng ditolak atau di acc..mhon minta kbarnya,biar sya tidak ngarepin,.,klo emng di acc percepat donk. klo emng di tolak gk mslh, mnta kbarnya aja biar jelas.trimaksih",23 Maret 2019
593,Diberi rating 1 bintang dari 5 bintang,rizzqi yuda,pengajuan CC..tampaknya hampir semua bermasalah nih...apa cuma modus buat ngambil data orang ini?hmmm...pengajuan saya pun belum tau ujung pangkalnya,18 Januari 2019
594,Diberi rating 2 bintang dari 5 bintang,Rin Aditya,"Sudah mau 2 bulan lebih pengajuan KTA saya belum ada kabar,di acc atau gak tolong dong fast respon karena kita menunggu kabar yg biak,jangan di PhP in kaya gini...hufttt",16 Oktober 2018
595,Diberi rating 1 bintang dari 5 bintang,Nur Ichwan,ga bisa apa2 cuma trima nasib ajj pengaajuan dri tgl 3 april. 23 april 2019 sampai skrg masi dalam oses alidasih..jadi terhalang mo pinjam produk lain...kalo ada kasi setengah bintang ajj dlu dh kbnyakan klo 1,15 Mei 2019
596,Diberi rating 3 bintang dari 5 bintang,Jihan Elysia,Mau bertanya. Untuk mengajukan pembatalan bagaimana caranya. Terima kasih,11 September 2019
597,Diberi rating 5 bintang dari 5 bintang,Roni Putra,Info dan pelayanan bagus...tp saya blm ada yg acc satu pun...mksh cermati,13 September 2019
598,Diberi rating 3 bintang dari 5 bintang,Abah Blora,"Sy cb dulu, sy pengen kartu kridit saja. Siapa tau aja bisa ngajuin.",28 November 2019
599,Diberi rating 5 bintang dari 5 bintang,Agues Cutting,klihatanya semuanya masalah dipermudah...oleh cermati....ak bru pengen mencoba....siih...,25 Januari 2020
600,Diberi rating 1 bintang dari 5 bintang,Wisnu Asta Nugraha,"Capek Submit data doang. Mau pake data saya, istri saya, sodara, sudah coba di cc, kta, lebih dari 5 kali , ngga ada yg di acc.",14 November 2018
601,Diberi rating 5 bintang dari 5 bintang,Tempe Mendoan,Aplikasi yg sangat recomended..kita dtawarkan dr bank/pinjaman online yg kira2 cocok n pas buat kita..wlpun akhrny pengajuan sy d tolak dr yg d tawarkan pihak cermati.. tdk ap2 brarti bkn jodoh..mksh Cermati,29 Oktober 2018
602,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,"Sudah ngajuin aplikasi KTA, liat di sistem masih menunggu.... sampai kapan yah, tolong respon nya. klo tidak di acc tinggal konfrim. Thx,,",14 November 2018
603,Diberi rating 3 bintang dari 5 bintang,Mib En84,"Saya sudah banyak mengajukan aplikasi, respon awal beneran cepat selanjutnya lambat tanpa ada kejelasan, minta bantuan cs nya pun jawabanya sama itu itu saja, status prose tp ga ada kelanjutan, ga niat marketnya buat perbaikan sistem",17 September 2018
604,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Beberapa pengajuan gx ada satupun yg di acc. Ditelepon tpi tidak ada yg di acc begitupun kartu kredit. Ini aplikasi apa sebenarnya. Pengajuan kartu kredit blm ada yg di acc,30 November 2018
605,Diberi rating 2 bintang dari 5 bintang,halimah tussadiah,Mulai dari KTA sampai CC ga ada kelanjutan'y lgi d'aplikasi msih keterangan menunggu persetujuan pihak terkait. Pdhal udh lama bnget dri februari. Udh prnah ada kurir jga yg dteng ambil berkas.,16 November 2018
606,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,saya udah pernah ngajuin KTA bahkan udah ditelp tapi sampai 2minggu lebih masih blm ada penjelasan bank mana yg bisa nolong saya dari kesulitan.tolong respon pinjaman saya kira2 gimana.....saya berdomisi di malang.,3 Februari 2019
607,Diberi rating 1 bintang dari 5 bintang,ayu citasari,"parah .. ngeplay disini respon nya gak jelas sumpah . play permata , udh dapt tlpn tapi gak ada kelanjutan nya . udh hening aja gak ada apa"" lagi . kasian org yg lagi butuh dana ..",6 Agustus 2019
608,Diberi rating 1 bintang dari 5 bintang,anggie anggraeni,Gimana ini ibu saya ngajuin sudah 4 hari msh proses aja? Beri kepastian dong!,26 September 2019
609,Diberi rating 1 bintang dari 5 bintang,Lita Widiyanti,Situs gak jelas kalau memang gak kerja sama dengan bank panin jangan buat iklannya bisa saya laporin ke OJK,27 September 2019
610,Diberi rating 1 bintang dari 5 bintang,Rudi Maris,"Woii aplikasi gak guna. Awas aja data"" gue di salah gunakan.",3 Oktober 2019
611,Diberi rating 5 bintang dari 5 bintang,Butet Lubis,Saya baru baca2 dari Aplikasi ini dan sy sangat tertarik smg aplikasi ini tdk berbong .dan sy baru mengajukan .smg di Acc.,27 Oktober 2019
612,Diberi rating 1 bintang dari 5 bintang,Gibran Iskandar,Kenapa pengajuan saya di PERMATA KTA dari mulai 27 OKTOBER 2019 HINGGA SEKARANG BELUM ADA KABAR..MOHON INFORMASINYA. AN.GATOT ISKANDAR,9 November 2019
613,Diberi rating 1 bintang dari 5 bintang,Gloria Pandiangan,"Saya sdh mengajukan kredit KTA, data sdh lengkap tp sampai skrng blm ada konfirmasi ttg pengajuan saya.",12 November 2019
614,Diberi rating 1 bintang dari 5 bintang,Safrita Yulianti,"bilangnya gk ribet gk lama, tp udh 15 hari masih aj proses validasi, udh gtu gk ad tlfn sm sekali, gk ad kejelasan selama 15hari, kalo memang tdk d aprove yasudah tinggal bilang, knp hrs bertele tele????",12 April 2019
615,Diberi rating 5 bintang dari 5 bintang,Angga Saputra,"Saya cuma mengajukan KTA Hana Bank, jika data saya di sebarluaskan ke vendor lain brarti anda sudah mengambil data saya tanpa izin. Semoga ini tidak terjadi, terimakasih",21 September 2018
616,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Komennya bagus2 semua . Semoga ajuan saya positif di ACC juga . Amin mohon dibantu BPK/ibu admin . Saya janji amanah untuk bayar kewajiban .,30 September 2018
617,Diberi rating 1 bintang dari 5 bintang,Muhammad Ilham,"saya dapet telpon dari CS Cermati, setelah divalidasi katanya dana akan masuk 1x24 jam, tp ini audah 2 hari kenapa tidak ada kabarnya lagi yaa??",15 Mei 2019
618,Diberi rating 1 bintang dari 5 bintang,Cinta Martha,"maaf ya baru ksih bintang satu lha gmn lg.proses pengisian data sdh valid n benar smua.ketika di klik ajukan pinjaman,selalu tulisannya maaf ada kesalahan sistem,ulangi beberapa saat lagi.katanya proses mudah n cepat tp kok begini ya.padahal kan kita bnr"" lg butuh pinjaman.cs mohon konfirmasinya.mak...
Ulasan Lengkap",9 Mei 2019
619,Diberi rating 5 bintang dari 5 bintang,Andre Kurniawan,"Yg bilang ini aplikasi gaguna anda salah,ini aplikasi membantu banget,buktinya gue drgapunya CC ampe punya,pinjaman KTA diacc tanpa bertele2, mungkin data kalian kurang bro,ini aplikasi RECOMMENDED banget thx ya cermati telah membantu🙏",1 Februari 2019
620,Diberi rating 2 bintang dari 5 bintang,Cing Kiwing,"keluhan saya sama dari komentar2 terdahulu ,, udah hampir sebulan ga ada kabar ,data udah di ambil tapi belum juga ada konfirmasi di Acc atau ga ,, di aplikasi statusnya menunggu mulu .. tolong dong kejelasannya .",15 Februari 2019
621,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,"uda di tlp,uda konfirmasi uda di janjiin mo ambil berkas ditunggu dirmh ga datang2 sampe ijin kerja 2 kali,dengan harapan bisa bikin kartu kredit,cuma bualan doang.dengan berdalih nomor yg hubungi tdk ada respon.",31 Januari 2019
622,Diberi rating 5 bintang dari 5 bintang,Abdul Hamid,Cermati sangat bagus...saya sudah Approove kartu kredit BRI dan BNI melalui Cermai. Terimakasih Cermati... Semoga sukses selalu buat Cermati.Amin,8 Oktober 2018
623,Diberi rating 1 bintang dari 5 bintang,Puput Wijayanti,"Gak profesional,sangat merugikan..2x meluangkan waktu untuk ketemu dan NIHIL!!!Gak ada notifikasi dari CS/Marketing..Rugi waktu,rugi duit dan rugi kerjaan.banyak omong doang kaya yang mau langsung jadi padahal gak ada tindak lanjut!!!!",4 April 2019
624,Diberi rating 1 bintang dari 5 bintang,Deden Supriatna,maaf tolong penjelasan nya tdi ada tlfn dari hana bank mengingatkan tagihan..... memang saya pernah mengajukan pinjaman hana bank tpi engga ad kabar dan tlfn.pengajuan saya di acc atau tidak dan saya jg tidak terima dana nya kenapa saya ad tagihan ya tolong penjelasan nya,2 Agustus 2019
625,Diberi rating 1 bintang dari 5 bintang,A Purnomo,"Ini bgaimana sih....saya isi sesuai yg ada di progam bank.... BRI dll sudah di isi dan ada jawaban bahwa blum bekerja sma dengan BRI......trus ngapain BRI ada di daftar Blm lg msh ada pemberitahuan sedang proses...tp dr tgl 17-08 kmren smpe skrg va ada tlp konfirmasi.......jangan"" data sayaaaa.........
Ulasan Lengkap",23 Agustus 2019
626,Diberi rating 5 bintang dari 5 bintang,Adam Bahar,"Semoga CERMATI bisa ngebantu saya dalam pengajuan pinjaman saya, di aplikasi PERMATAKTA...",6 November 2019
627,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,kak saya mau pinjam uang sekitar 100jt surat2 lengkap tdk ada kartu kredit. kartu kredit sedang bikin kak di BCA lalu bisa ga saya ajuin pinjaman soalnya kakaj saya sedang butuh uang.. soalnya kakak saya tinggal di jambi,30 Maret 2019
628,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Mohon dibantu dipercepat pinjeman saya,,, Sangat bagus sekali aplikasi pinjaman ini, mudah-mudahan bisa membantu ... Terimakasih...",6 November 2018
629,Diberi rating 1 bintang dari 5 bintang,darto hermanto,"gimana "" proses kelanjutanya .. di gantung bgtu saja .. ga ada kabar , ga ada informasi .. "" astaga ga jelas nih.. !!!!!!!",4 September 2019
630,Diberi rating 3 bintang dari 5 bintang,Didiet adi Permana,"Pengajuan saya belum mendapat kabar sudah 1 bulan lebih, bagaimana y?",5 November 2019
631,Diberi rating 1 bintang dari 5 bintang,Hadi Hadii,"Sudah mengajukan kaga ada kejelasan sama sekali , padahal lagi butuh .",12 November 2019
632,Diberi rating 1 bintang dari 5 bintang,Yuli Yanti,Parah bnget di gantungin gini.. Udh mau sebulan gda kejelasan.. Masih proses proses terus.. Klw emang di tolak yg langsung tolak.. Ini mah udh di tlfn udh ini udh itu.. Sttus masih gantung,19 November 2019
633,Diberi rating 5 bintang dari 5 bintang,Re No,Baru pertama kali saya mengajukan pinjaman di cermati tolong acc kan dan setujui atas nama sri wahyuningsih,28 November 2019
634,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,"Gak pernah di setujui pencairan dana nya,yg ada penawaran asuransi..",26 November 2019
635,Diberi rating 1 bintang dari 5 bintang,Rany 81,gak jelas minta data ini itu di pick up dr april sampai skrng menunggu persetujuan...tidak ada tlp tdk ada kabar data sudah diambil lengkap dr kapan tau....yg ada tuh asuransi maksa berulang2....sms bertubi-tubi menawarkan ini itu....hadehhhhh..nyesel sumpah,10 Juni 2019
636,Diberi rating 5 bintang dari 5 bintang,Miskat Miskataja,Cara mengisi datanya sih gampng dan ga ribet..sy ksih bntng 5 mudah mdhan di acc dan sdh 7 hri kok blm ada respon atau kbr dri Hana bank di acc apa tidak mhn pnjlasan.mksih sblmnya..,9 September 2019
637,Diberi rating 1 bintang dari 5 bintang,SHD _123,Aplikasi anjing ini.. data jadi ke sebar. Approve kaga. Tlponin mulu iya. Bgst.,6 September 2019
638,Diberi rating 1 bintang dari 5 bintang,Rejeki Tobing,Sudah mau 1 bln lebih aplikasi saya msh proses verifikasi. Semua persyaratan sdh lengkap. lbh baik jgn upload dokumen pribadi. takut di salah gunakan.,28 Maret 2019
639,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,"ini apk aneh, sy mengjukan pinjaman ke bank lewat apk ini cuma dah lebih dari 3 bulan ga ada kabarnya, kayanya ini apk cuma mau di download doang sama orang biar dpt untung dari play store coba buktikan klo anda aplikasi yang berkualitas jangan cuma pinter pasang iklan promo abis abisan giliran sy d...
Ulasan Lengkap",22 Juni 2019
640,Diberi rating 1 bintang dari 5 bintang,Shinta Setyawati,"mba saya mengajukan pinjaman sudah mau 2 minggu tapi statusnya hanya menunggu persertujuan saja , ini status saya d tolak atau d terima ? karna sudah lama",15 Mei 2019
641,Diberi rating 5 bintang dari 5 bintang,Awan Prasha,"langsung saya kasih bintang5 ,,semoga pengajuan kartu kredit saya,,cepet di acc dan langsung di kirim segera,,terima kasih bos cermati semoga tetap jaya dan sukses",3 Februari 2019
642,Diberi rating 1 bintang dari 5 bintang,Alfandyan Syahputra,aplikasi gak ada kejelasannya padahal aplikasi mediator. data sudah komplit tapi gak ada kabar samapai 3 bulan lebih. Di Tlfn pun tidak ada. mau ambil data saja atau gimna boss...,9 Juni 2019
643,Diberi rating 1 bintang dari 5 bintang,Rina Nurani Senja,"saya mengajukan KTA bank PERMATA non kartu kredit dari tgl 13/7 2019 sampai sekarang tgl 23/7 2019 tidak ada penjelasan, status masih dalam proses follow up ...uninstal saja",23 Juli 2019
644,Diberi rating 5 bintang dari 5 bintang,Ruly Septiana Star,"Aplikasi seperti ini yg saya cari-cari dari dulu, pokoknya keren banget deh 😍😘😁",17 September 2019
645,Diberi rating 5 bintang dari 5 bintang,Makdam Adam,Cermati Sangat membantu semoga pinjaman saya di acc bila pinjaman saya di acc saya rekomendasi kan ke teman teman kerja saya,2 Oktober 2019
646,Diberi rating 5 bintang dari 5 bintang,malik abdul,"Alhmdllh di ACC,terima kasih Cermati sangat membntu sekali..",10 Desember 2019
647,Diberi rating 1 bintang dari 5 bintang,irma afriyani,"dari smua komentar yg masuk, semuanya sama.. data lengkap tapi ga ada kepastian.. tlg hapus data saya ya.. gak jd pinjam.. thanks",10 Januari 2019
648,Diberi rating 2 bintang dari 5 bintang,Mahesa P.S,Tolong di fix dong tampilannyaaa masa saya udh punya akun cermati trs pas mau login gaada menu nya??? yang ada baru instal malah disuruh daftar ulang?? yaa ga bisa ini emailnya udh terdaftarrr TOLONG DI FIX,5 Februari 2019
